"date","value","avg1","avg5","avg10"
2001-08-15,224,114.25,115.566666666667,111.125
2001-09-15,143,114.416666666667,115.1,111.575
2001-10-15,139,114.75,115.066666666667,111.7
2001-11-15,48,115.166666666667,114.816666666667,111.758333333333
2001-12-15,-13,117.833333333333,114.783333333333,112.25
2002-01-15,17,118.416666666667,114.616666666667,112.966666666667
2002-02-15,66,117.333333333333,114.883333333333,113.083333333333
2002-03-15,80,118.25,114.55,113.258333333333
2002-04-15,107,114.833333333333,114.616666666667,113.683333333333
2002-05-15,180,117.333333333333,115.066666666667,113.75
2002-06-15,208,118.083333333333,115,113.958333333333
2002-07-15,222,116.416666666667,115.45,114.191666666667
2002-08-15,211,109.916666666667,114.416666666667,114.216666666667
2002-09-15,154,109.333333333333,113.983333333333,114.05
2002-10-15,98,109.25,113.566666666667,114.116666666667
2002-11-15,78,109.5,113.283333333333,113.983333333333
2002-12-15,-4,111,113.083333333333,113.825
2003-01-15,-3,110.916666666667,113.383333333333,113.916666666667
2003-02-15,-12,113.583333333333,112.9,113.775
2003-03-15,73,114.666666666667,113.1,113.858333333333
2003-04-15,106,113.583333333333,112.75,113.783333333333
2003-05-15,183,113,112.133333333333,113.8
2003-06-15,226,114.583333333333,111.816666666667,113.85
2003-07-15,221,113.833333333333,111.166666666667,113.858333333333
2003-08-15,243,117.916666666667,110.55,113.833333333333
2003-09-15,167,116.083333333333,109.933333333333,113.841666666667
2003-10-15,85,117.25,110.283333333333,113.841666666667
2003-11-15,71,114.166666666667,109.916666666667,114.208333333333
2003-12-15,15,110.583333333333,110.233333333333,114.475
2004-01-15,-12,109.25,110.666666666667,114.283333333333
2004-02-15,37,106.75,110,114.283333333333
2004-03-15,51,106.416666666667,110.666666666667,114.15
2004-04-15,120,109.25,110.566666666667,114.375
2004-05-15,146,108.833333333333,111.133333333333,114.416666666667
2004-06-15,183,108.916666666667,111.983333333333,114.425
2004-07-15,205,111.75,112.75,114.441666666667
2004-08-15,213,108.166666666667,112.616666666667,114.608333333333
2004-09-15,163,107.666666666667,112.7,114.591666666667
2004-10-15,119,107.416666666667,113.166666666667,114.508333333333
2004-11-15,66,108.75,113.016666666667,114.783333333333
2004-12-15,16,109.583333333333,113.116666666667,114.758333333333
2005-01-15,22,110.166666666667,113.15,114.666666666667
2005-02-15,-6,108.416666666667,113.15,114.316666666667
2005-03-15,45,109.166666666667,112.966666666667,114.291666666667
2005-04-15,117,108.75,112.95,114.041666666667
2005-05-15,162,107.083333333333,112.35,113.816666666667
2005-06-15,193,106.416666666667,112.566666666667,113.725
2005-07-15,212,102,113.2,113.983333333333
2005-08-15,192,102.5,114.233333333333,113.808333333333
2005-09-15,172,102.166666666667,114.183333333333,113.725
2005-10-15,114,102.75,114.333333333333,113.308333333333
2005-11-15,46,102,114,113.283333333333
2005-12-15,8,102.166666666667,113.666666666667,112.9
2006-01-15,-31,104.583333333333,113.466666666667,112.958333333333
2006-02-15,0,103.916666666667,112.883333333333,112.758333333333
2006-03-15,41,104.833333333333,112.65,112.7
2006-04-15,124,106.416666666667,113.116666666667,112.983333333333
2006-05-15,153,109.416666666667,113.2,112.875
2006-06-15,195,111.916666666667,113.4,113.083333333333
2006-07-15,241,119.75,113.383333333333,112.941666666667
2006-08-15,184,124.583333333333,113,112.875
2006-09-15,183,128.25,113.2,113.233333333333
2006-10-15,133,129.166666666667,113.683333333333,112.966666666667
2006-11-15,82,130.666666666667,114.016666666667,112.883333333333
